MMSI,MMSI_String,ShipName,latitude,longitude,time_utc,Cog,CommunicationState,Latitude,Longitude,MessageID,NavigationalStatus,PositionAccuracy,Raim,RateOfTurn,RepeatIndicator,Sog,Spare,SpecialManoeuvreIndicator,Timestamp,TrueHeading,UserID,Valid,port
367133910,367133910,FIREBOAT 4          ,33.76548666666667,-118.25560999999999,2025-07-13T11:32:49.353851+00:00,245.5,2253,33.76548666666667,-118.25560999999999,1,0,False,True,-128,0,0.0,0,0,49,511,367133910,True,los_angeles
367661930,367661930,MICHELLE SLOAN      ,33.73710333333334,-118.20812,2025-07-13T11:32:52.293486+00:00,311.7,22144,33.73710333333334,-118.20812,1,0,True,False,0,0,5.9,0,0,52,312,367661930,True,los_angeles
367565520,367565520,LANA                ,33.77118333333333,-118.21283,2025-07-13T11:32:52.842630+00:00,68.1,2234,33.77118333333333,-118.21283,1,0,False,False,-128,0,0.0,0,0,53,511,367565520,True,los_angeles
366892000,366892000,JAMIE ANN           ,33.75418833333333,-118.21660833333334,2025-07-13T11:32:53.616890+00:00,203.4,49261,33.75418833333333,-118.21660833333334,1,0,True,False,127,0,3.1,0,0,52,212,366892000,True,los_angeles
338525791,338525791,AERAS-1             ,33.771121666666666,-118.21381333333333,2025-07-13T11:32:55.165026+00:00,73.9,85274,33.771121666666666,-118.21381333333333,3,5,False,False,-128,0,0.0,0,0,54,511,338525791,True,los_angeles
367104040,367104040,KNOX T              ,33.73460166666667,-118.27121333333334,2025-07-13T11:32:56.204494+00:00,39.3,3968,33.73460166666667,-118.27121333333334,3,15,True,False,127,0,1.6,0,0,54,226,367104040,True,los_angeles
357175000,357175000,NYK REMUS           ,33.76074166666667,-118.27319333333334,2025-07-13T11:32:56.557903+00:00,108.4,0,33.76074166666667,-118.27319333333334,3,5,False,False,0,0,0.0,0,0,56,200,357175000,True,los_angeles
367754810,367754810,,33.76999,-118.21350833333332,2025-07-13T11:32:57.833235+00:00,266.2,34921,33.76999,-118.21350833333332,1,0,True,False,0,0,0.0,0,0,57,110,367754810,True,los_angeles
367421990,367421990,H R MORRIS          ,33.75300166666667,-118.22069,2025-07-13T11:32:59.504964+00:00,217.5,2209,33.75300166666667,-118.22069,1,3,True,False,-128,0,0.0,0,0,0,511,367421990,True,los_angeles
565286000,565286000,STRATEGIC EQUITY    ,33.74681,-118.20662333333333,2025-07-13T11:33:00.455431+00:00,104.8,86970,33.74681,-118.20662333333333,3,5,False,False,-1,0,0.0,0,0,0,179,565286000,True,los_angeles
368024740,368024740,LB PILOT BOAT  ORION,33.74722166666667,-118.215665,2025-07-13T11:33:00.587876+00:00,121.4,32778,33.74722166666667,-118.215665,1,0,False,False,0,0,0.0,0,0,59,98,368024740,True,los_angeles
477124900,477124900,GUNVOR MAERSK,33.733021666666666,-118.244945,2025-07-13T11:33:00.596588+00:00,71.0,85194,33.733021666666666,-118.244945,3,5,False,False,0,0,0.0,0,0,59,71,477124900,True,los_angeles
367124980,367124980,BEN CHERAMIE        ,33.734516666666664,-118.270735,2025-07-13T11:33:02.138025+00:00,223.0,32806,33.734516666666664,-118.270735,1,0,True,True,-128,0,0.1,0,0,1,511,367124980,True,los_angeles
636013691,636013691,YM UPWARD           ,33.75428166666667,-118.27551166666667,2025-07-13T11:33:02.653119+00:00,209.5,84522,33.75428166666667,-118.27551166666667,3,5,False,False,-8,0,0.0,0,0,1,331,636013691,True,los_angeles
367471080,367471080,ISABEL L            ,33.72699166666667,-118.27140166666666,2025-07-13T11:33:02.753423+00:00,166.8,98369,33.72699166666667,-118.27140166666666,1,0,True,False,-127,0,6.0,0,0,2,168,367471080,True,los_angeles
368375410,368375410,METS-3              ,33.763436666666664,-118.26036,2025-07-13T11:33:03.245653+00:00,360.0,32845,33.763436666666664,-118.26036,1,0,True,True,0,0,0.0,0,0,1,176,368375410,True,los_angeles
368159190,368159190,LB PILOT POLARIS 3  ,33.74731166666667,-118.21566,2025-07-13T11:33:06.072609+00:00,253.6,82094,33.74731166666667,-118.21566,1,0,False,False,-128,0,0.0,0,0,4,511,368159190,True,los_angeles
367401030,367401030,DELTA BILLIE        ,33.754913333333334,-118.21533166666667,2025-07-13T11:33:06.331694+00:00,192.5,134992,33.754913333333334,-118.21533166666667,3,0,False,False,127,0,2.8,0,0,50,189,367401030,True,los_angeles
366926740,366926740,TIM QUIGG,33.76365,-118.25703333333333,2025-07-13T11:33:07.294309+00:00,223.8,2264,33.76365,-118.25703333333333,1,0,False,False,0,0,0.0,0,0,7,205,366926740,True,los_angeles
367330510,367330510,PATRICIA ANN,33.756458333333335,-118.27534333333332,2025-07-13T11:33:07.442151+00:00,141.3,3936,33.756458333333335,-118.27534333333332,3,0,True,True,-127,0,3.2,0,0,7,149,367330510,True,los_angeles
367395280,367395280,CLEAN OCEAN         ,33.73191666666666,-118.26424999999999,2025-07-13T11:33:08.124963+00:00,226.1,98602,33.73191666666666,-118.26424999999999,1,0,False,False,0,0,0.2,0,0,8,220,367395280,True,los_angeles
367625810,367625810,DELTA AUDREY        ,33.75103666666667,-118.21867666666667,2025-07-13T11:33:09.657419+00:00,220.1,33107,33.75103666666667,-118.21867666666667,1,0,False,False,127,0,3.2,0,0,9,57,367625810,True,los_angeles
367034960,367034960,PONO                ,33.76744333333333,-118.216975,2025-07-13T11:33:09.793894+00:00,46.1,2235,33.76744333333333,-118.216975,1,0,False,False,-128,0,0.0,0,0,10,511,367034960,True,los_angeles
368136950,368136950,HERCULES            ,33.73338333333333,-118.24841666666666,2025-07-13T11:33:10.410699+00:00,66.9,82119,33.73338333333333,-118.24841666666666,1,0,False,False,0,0,2.1,0,0,7,68,368136950,True,los_angeles
477116400,477116400,OOCL SUNFLOWER      ,33.753348333333335,-118.2162,2025-07-13T11:33:10.628605+00:00,203.1,65921,33.753348333333335,-118.2162,1,0,False,False,0,0,3.1,0,0,9,32,477116400,True,los_angeles
563237800,563237800,EVER MEMO           ,33.74567166666667,-118.27199999999999,2025-07-13T11:33:11.335182+00:00,200.4,84938,33.74567166666667,-118.27199999999999,3,5,False,False,0,0,0.0,0,0,7,207,563237800,True,los_angeles
